county_fips,state_code,region,as_weighted_avg20062011,ba_weighted_avg20062011,be_weighted_avg20062011,cd_weighted_avg20062011,cr_weighted_avg20062011,hg_weighted_avg20062011,se_weighted_avg20062011,u_weighted_avg20002011
37079,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.09
37081,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.57
37085,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,1.27
37087,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,1.99
37089,NC,SE,0.35,0.69,0.14,0.04,0.06,0.14,0.42,1.42
37091,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.09
37093,NC,SE,0.35,12.38,0.55,0.04,1.8,0.15,0.42,1.85
37095,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,1.54
37097,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,3.24
37099,NC,SE,0.43,1.08,0.15,0.05,0.06,0.14,0.42,3.05
37101,NC,SE,0.37,0.57,0.14,0.04,0.06,0.14,0.42,1.42
37107,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.09
37109,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,1.45
37111,NC,SE,0.36,0.57,0.14,0.04,0.06,0.14,0.42,2.72
37113,NC,SE,0.35,1.31,0.14,0.04,0.06,0.14,0.42,2.94
37115,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.29
37117,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.85,2.09
37119,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.45,1.61
37121,NC,SE,0.52,0.57,0.14,0.04,0.06,0.14,0.42,2.08
37125,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,1.96
37127,NC,SE,0.36,0.64,0.14,0.04,0.06,0.14,0.43,1.45
37129,NC,SE,0.35,1.17,0.14,0.04,0.21,0.14,0.42,2.61
37133,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,1.46
37135,NC,SE,0.4,1.89,0.14,0.04,0.37,0.14,0.42,1.71
37137,NC,SE,0.35,0.57,0.14,0.04,0.06,0.24,0.42,2.53
37139,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,1.39
37141,NC,SE,0.35,0.57,0.14,0.04,0.56,0.14,0.42,1.91
37143,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.09
37147,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.05
37149,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,1.41
37151,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.17
37153,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,1.9
37155,NC,SE,0.35,0.57,0.15,0.04,0.06,0.14,0.42,2.8
37157,NC,SE,0.35,3.15,0.14,0.04,0.1,0.14,0.42,2.33
37161,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.04
37163,NC,SE,0.56,0.57,0.14,0.04,0.12,0.14,0.98,2.42
37165,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.52
37167,NC,SE,0.72,0.57,0.14,0.04,0.06,0.14,0.42,2.09
37169,NC,SE,0.35,2.43,0.14,0.04,0.06,0.14,0.43,1.63
37171,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,1.44
37173,NC,SE,0.51,1.48,0.15,0.06,0.07,0.14,0.43,0.8
37175,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,5.94
37177,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
37183,NC,SE,0.36,0.67,0.14,0.04,0.06,0.14,0.44,2.53
37189,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.16
37191,NC,SE,0.38,0.57,0.14,0.04,0.06,0.14,0.42,1.71
37193,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,2.08
37195,NC,SE,0.35,1.06,0.14,0.04,0.12,0.14,0.42,2.1
37197,NC,SE,0.35,16.97,0.14,0.1,0.06,0.14,0.42,2.1
37199,NC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,1.15
38003,ND,CMW,0.67,9.87,0.14,0.04,0.82,0.14,2.54,0.46
38005,ND,CMW,8.38,39.73,0.14,0.04,0.75,0.14,1.07,0.91
38009,ND,CMW,2.14,68.23,0.14,0.04,0.94,0.14,2.31,9.74
38011,ND,CMW,0.35,104.99,0.14,0.04,0.7,0.14,2.64,0.41
38013,ND,CMW,3.16,76.92,0.14,0.04,0.06,0.14,7.43,4.42
38015,ND,CMW,0.35,16.49,0.14,0.04,0.06,0.14,0.42,0.88
38017,ND,CMW,0.81,36.69,0.14,0.04,0.22,0.14,1.62,0.79
38019,ND,CMW,1.58,11,0.14,0.04,0.06,0.14,2.6,0.9
38021,ND,CMW,2.67,48.36,0.14,0.04,0.06,0.14,1.97,2.6
38023,ND,CMW,7.96,54.59,0.14,0.04,0.06,0.14,10.92,1.65
38025,ND,CMW,1.75,21.97,0.14,0.04,0.31,0.14,0.82,2.2
38027,ND,CMW,6.32,25.19,0.14,0.04,0.06,0.14,2.33,1.07
38029,ND,CMW,1.69,28.8,0.14,0.04,1.42,0.14,3.64,7.14
38031,ND,CMW,3.45,16.4,0.14,0.04,0.06,0.14,1.55,0.84
38035,ND,CMW,0.99,16.48,0.14,0.04,0.06,0.14,0.44,0.72
38039,ND,CMW,3.91,52.22,0.14,0.04,0.06,0.14,0.64,1.24
38043,ND,CMW,0.64,5.06,0.14,0.04,0.45,0.14,1.03,1.73
38047,ND,CMW,1.04,69.6,0.14,0.04,1.82,0.14,0.42,2.19
38049,ND,CMW,2.02,219.42,0.14,0.04,0.06,0.14,2.05,2.28
38051,ND,CMW,1.22,37.8,0.14,0.04,1.11,0.14,0.82,2.81
38053,ND,CMW,2.07,55.46,0.14,0.04,1.75,0.14,4.11,0.89
38055,ND,CMW,1.3,67.19,0.14,0.04,0.19,0.14,0.95,2.67
38057,ND,CMW,2.56,48.91,0.14,0.04,1.2,0.14,8.55,0.97
38059,ND,CMW,0.35,16.3,0.14,0.04,0.06,0.14,0.42,0.61
38061,ND,CMW,2.68,25.19,0.14,0.04,0.36,0.14,2.02,1.17
38063,ND,CMW,2.81,50.31,0.14,0.04,0.06,0.14,1.32,3.54
38065,ND,CMW,1.65,64.39,0.14,0.04,0.06,0.14,0.42,1.45
38067,ND,CMW,1.57,145.59,0.14,0.04,0.06,0.14,0.63,0.61
38069,ND,CMW,1.53,10.48,0.14,0.04,0.09,0.14,0.42,0.73
38071,ND,CMW,16.9,83.4,0.14,0.04,0.06,0.14,0.69,1.14
38073,ND,CMW,1.25,29.02,0.14,0.04,1.09,0.14,2.85,0.82
38075,ND,CMW,0.87,46.84,0.14,0.04,0.06,0.14,1.4,1.51
38077,ND,CMW,3.58,94.16,0.14,0.04,0.68,0.14,0.98,1.09
38079,ND,CMW,2.84,54.01,0.14,0.04,0.06,0.14,0.95,3.76
38081,ND,CMW,2.01,4.11,0.14,0.04,0.06,0.14,0.46,1.94
38087,ND,CMW,0.35,14.4,0.14,0.04,0.06,0.14,1.74,0.92
38089,ND,CMW,0.35,14.3,0.14,0.04,0.06,0.14,1.12,0.37
38093,ND,CMW,5.55,7.61,0.14,0.04,1.59,0.14,0.43,0.86
38095,ND,CMW,1.28,6.6,0.14,0.04,0.06,0.14,1.86,0.35
38097,ND,CMW,8.27,52.62,0.14,0.04,0.06,0.14,0.63,3.06
38099,ND,CMW,0.35,10.55,0.14,0.04,0.06,0.14,1.77,0.69
38101,ND,CMW,2.43,35.55,0.14,0.04,1.82,0.14,4.9,0.64
38103,ND,CMW,0.71,34.14,0.14,0.04,0.43,0.14,0.55,0.88
38105,ND,CMW,0.64,18.53,0.14,0.04,0.06,0.14,0.5,1.54
39061,OH,EMW,0.41,23.49,0.14,0.04,0.84,0.14,0.94,0.35
39087,OH,EMW,0.35,13.97,0.14,0.04,0.06,0.14,0.42,0.35
39113,OH,EMW,0.36,34.98,0.14,0.04,0.06,0.14,0.42,1.48
40001,OK,SE,0.35,34.3,0.14,0.04,0.06,0.14,0.42,0.35
40003,OK,SE,0.81,109.02,0.14,0.04,0.06,0.14,1.07,3
40005,OK,SE,0.42,21.29,0.14,0.04,0.06,0.14,0.42,0.35
40007,OK,SE,2.98,200.65,0.14,0.04,0.73,0.14,2.99,2.91
40009,OK,SE,1,108.02,0.14,0.04,0.06,0.14,0.42,1.95
40011,OK,SE,0.84,114.74,0.14,0.04,0.06,0.14,0.42,6.21
40013,OK,SE,0.35,61.49,0.14,0.04,0.3,0.14,0.42,0.35
40015,OK,SE,3.93,144.66,0.14,0.04,0.21,0.14,0.8,2.16
40017,OK,SE,4.51,146.85,0.14,0.04,10.62,0.14,5.19,8.08
40019,OK,SE,0.87,64.94,0.14,0.04,0.06,0.15,0.57,0.38
40021,OK,SE,0.35,34.28,0.14,0.04,0.06,0.14,0.45,0.61
40023,OK,SE,0.38,24.31,0.14,0.04,0.64,0.14,0.42,0.44
40025,OK,SE,2.9,51.52,0.14,0.04,0.06,0.14,0.42,9.52
40027,OK,SE,3.61,245.43,0.14,0.05,31.33,0.14,1.81,7.19
40029,OK,SE,0.35,45.86,0.14,0.04,0.06,0.14,0.42,0.35
40031,OK,SE,0.59,158.98,0.14,0.04,0.06,0.14,0.42,0.44
40033,OK,SE,1.8,238.71,0.14,0.04,0.06,0.14,0.42,0.54
40035,OK,SE,0.44,57.34,0.14,0.04,0.06,0.14,0.42,0.35
40037,OK,SE,0.52,53.31,0.14,0.04,0.06,0.14,0.69,3.02
40039,OK,SE,8.93,124.55,0.14,0.04,0.07,0.14,0.45,1.42
40041,OK,SE,0.43,47.37,0.14,0.04,0.69,0.14,1.25,0.36
40043,OK,SE,0.88,192.39,0.14,0.04,0.06,0.14,0.42,1.53
40045,OK,SE,1.93,187.08,0.14,0.04,1.7,0.14,0.42,1.64
40047,OK,SE,2.04,288.46,0.14,0.04,0.07,0.14,3.52,3.32
40049,OK,SE,0.72,124.71,0.14,0.04,0.06,0.14,0.61,0.89
40051,OK,SE,2.31,120.34,0.14,0.04,0.06,0.14,0.72,0.8
40053,OK,SE,2.47,207.25,0.14,0.04,0.06,0.14,7.96,6.81
40055,OK,SE,0.35,205.23,0.14,0.04,0.06,0.14,0.42,0.36
40057,OK,SE,0.35,105.03,0.14,0.04,0.06,0.14,0.42,2.63
40059,OK,SE,4.72,107.66,0.14,0.04,0.2,0.14,0.63,4.78
40061,OK,SE,0.35,73.64,0.14,0.04,0.06,0.14,0.42,0.35
40063,OK,SE,0.4,73.57,0.14,0.04,0.06,0.14,0.44,0.37
40065,OK,SE,1.53,107.76,0.14,0.04,0.06,0.14,0.42,0.99
40067,OK,SE,1.53,151.19,0.14,0.04,0.45,0.14,0.42,1.79
40069,OK,SE,0.47,50.45,0.14,0.05,0.06,0.14,0.49,0.66
40071,OK,SE,0.65,40.02,0.14,0.04,0.06,0.14,0.42,0.74
40073,OK,SE,1.24,196.96,0.14,0.04,0.06,0.14,0.42,4.26
40075,OK,SE,1.76,75.06,0.14,0.04,0.16,0.14,0.66,1.7
40077,OK,SE,0.35,12.98,0.14,0.04,0.06,0.14,0.42,0.59
40079,OK,SE,0.35,20.52,0.14,0.04,0.06,0.14,0.42,0.35
40081,OK,SE,0.6,79.53,0.14,0.04,0.17,0.14,0.77,2.18
40083,OK,SE,0.81,191.92,0.14,0.04,0.49,0.14,2.98,6.65
40085,OK,SE,0.35,52.22,0.14,0.15,0.06,0.14,0.42,0.64
40087,OK,SE,0.45,182.75,0.14,0.05,6.4,0.14,0.83,3.56
40089,OK,SE,0.35,5.98,0.14,0.04,0.06,0.14,0.42,0.35
40091,OK,SE,0.64,80.04,0.14,0.04,0.06,0.14,0.42,0.35
40093,OK,SE,1.82,220.72,0.14,0.04,0.06,0.14,4.21,3.25
40095,OK,SE,0.93,39.96,0.22,0.46,0.06,0.14,0.83,0.39
40097,OK,SE,0.36,47.04,0.14,0.04,0.06,0.14,0.42,0.35
40099,OK,SE,0.36,71.73,0.14,0.04,2.01,0.14,0.55,0.63
40101,OK,SE,0.55,60.15,0.14,0.04,0.06,0.14,0.42,1.4
40103,OK,SE,0.46,48.33,0.14,0.04,0.06,0.14,0.42,3.38
40105,OK,SE,0.36,63.11,0.14,0.04,0.06,0.14,0.49,0.35
40107,OK,SE,0.58,63.68,0.14,0.04,0.06,0.14,0.42,0.48
40109,OK,SE,1.03,96.89,0.14,0.04,1.21,0.14,1.14,1.66
40111,OK,SE,0.35,26.43,0.14,0.04,0.06,0.12,0.42,0.4
40113,OK,SE,0.65,58.61,0.14,0.04,0.29,0.14,0.42,0.54
40115,OK,SE,0.38,29.35,0.14,0.04,0.06,0.14,0.42,0.35
40117,OK,SE,0.92,78.71,0.14,0.04,0.06,0.14,1.13,0.49
40119,OK,SE,1.05,75.46,0.14,0.04,0.4,0.14,0.91,0.58
40121,OK,SE,0.35,39.01,0.14,0.07,0.06,0.14,0.56,0.42
40125,OK,SE,0.45,149.82,0.14,0.04,2.55,0.14,2.29,1.08
40127,OK,SE,0.35,30.58,0.14,0.04,0.06,0.14,0.42,0.35
40129,OK,SE,2.79,297.49,0.14,0.04,0.06,0.14,0.42,2.16
40131,OK,SE,0.35,48.5,0.14,0.04,0.06,0.14,0.49,0.35
40133,OK,SE,0.53,101.55,0.14,0.04,1.07,0.14,0.67,0.39
40135,OK,SE,0.47,28.17,0.14,0.04,0.06,0.14,0.42,0.35
40137,OK,SE,0.43,149.45,0.14,0.04,0.06,0.14,0.42,0.91
40139,OK,SE,3.63,36.53,0.14,0.04,0.33,0.14,0.77,10.14
40141,OK,SE,2.74,144.39,0.14,0.04,0.06,0.14,6.65,6.69
40143,OK,SE,0.41,47.83,0.14,0.04,0.06,0.14,0.42,0.35
40145,OK,SE,0.35,46.99,0.14,0.04,0.06,0.14,0.42,0.35
40147,OK,SE,0.35,36.7,0.14,0.04,0.06,0.14,0.42,0.35
40149,OK,SE,4.52,486.56,0.14,0.04,0.06,0.14,0.86,0.54
40151,OK,SE,0.35,215,0.14,0.04,0.06,0.14,0.42,1.46
40153,OK,SE,1.9,175.33,0.14,0.04,0.06,0.14,0.42,0.84
41001,OR,PNW,0.93,5.36,0.14,0.04,1.17,0.14,0.44,0.42
41003,OR,PNW,0.37,0.57,0.14,0.04,0.06,0.14,0.43,0.35
41005,OR,PNW,0.65,1.94,0.14,0.04,0.1,0.14,0.42,1.76
41007,OR,PNW,0.36,0.99,0.14,0.04,0.06,0.14,0.42,0.48
41009,OR,PNW,0.54,2.14,0.14,0.04,0.06,0.14,0.42,0.36
41011,OR,PNW,0.49,0.57,0.14,0.04,0.06,0.14,0.44,0.35
41013,OR,PNW,2.29,13.46,0.14,0.04,0.06,0.14,0.43,2.14
41015,OR,PNW,0.36,1.1,0.14,0.04,0.06,0.14,0.42,0.5
41017,OR,PNW,0.86,0.58,0.14,0.04,0.06,0.14,0.42,0.46
41019,OR,PNW,0.37,0.57,0.14,0.04,0.06,0.14,0.42,0.71
41021,OR,PNW,1.74,13.37,0.14,0.12,0.49,0.14,0.66,4.81
41023,OR,PNW,1.28,21.53,0.14,0.04,5.14,0.14,0.49,0.74
41025,OR,PNW,3.24,9.91,0.14,0.05,1.02,0.14,0.42,1.44
41027,OR,PNW,0.35,0.84,0.14,0.04,0.14,0.14,0.42,0.35
41029,OR,PNW,0.51,1.78,0.14,0.04,0.06,0.14,0.42,0.36
41031,OR,PNW,1.91,0.57,0.14,0.04,0.06,0.14,0.42,0.47
41033,OR,PNW,0.38,0.79,0.14,0.04,0.06,0.14,0.43,0.4
41035,OR,PNW,2.48,0.58,0.14,0.04,0.06,0.14,0.42,0.35
41037,OR,PNW,4.73,0.57,0.14,0.04,0.06,0.14,0.42,1.63
41039,OR,PNW,0.58,1.16,0.14,0.04,0.08,0.14,0.51,0.37
41041,OR,PNW,0.37,0.57,0.14,0.04,0.06,0.14,0.52,0.37
41043,OR,PNW,0.48,0.77,0.14,0.04,0.06,0.14,0.42,0.36
41045,OR,PNW,7.04,66.24,0.14,0.05,2.33,0.14,1.28,6.32
41047,OR,PNW,1.03,0.67,0.14,0.04,0.1,0.14,0.42,0.37
41049,OR,PNW,2.39,17.69,0.14,0.04,0.2,0.14,0.55,3.01
41051,OR,PNW,0.96,6.53,0.14,0.04,0.06,0.14,0.42,0.39
41053,OR,PNW,0.45,0.63,0.14,0.04,0.06,0.14,0.42,0.35
41055,OR,PNW,0.63,8.39,0.14,0.04,0.06,0.14,0.42,0.43
41057,OR,PNW,0.44,0.56,0.14,0.04,0.06,0.14,0.42,0.49
41059,OR,PNW,0.84,16.65,0.14,0.04,0.29,0.14,0.68,1.82
41061,OR,PNW,1.18,28.25,0.14,0.04,0.46,0.14,0.42,0.58
41063,OR,PNW,0.73,1.4,0.14,0.04,0.14,0.14,0.47,0.72
41065,OR,PNW,0.45,5.28,0.14,0.04,0.07,0.14,0.42,0.47
41067,OR,PNW,0.35,2.25,0.14,0.04,0.06,0.14,0.42,3.54
41069,OR,PNW,1.16,0.57,0.14,0.04,0.06,0.14,0.67,1.85
41071,OR,PNW,1.02,3.26,0.14,0.04,0.06,0.14,0.42,0.41
42001,PA,MA,1.77,53.23,0.14,0.04,0.75,0.14,0.98,10.38
42003,PA,MA,0.51,34.29,0.15,0.04,0.16,0.14,0.42,0.35
42005,PA,MA,0.62,29.62,0.14,0.04,0.06,0.14,0.42,0.35
42007,PA,MA,0.42,34.43,0.14,0.04,0.06,0.24,0.42,0.35
42011,PA,MA,0.61,34.45,0.14,0.04,0.27,0.14,0.5,0.6
42015,PA,MA,0.66,59.29,0.14,0.04,2.97,0.14,0.43,0.98
42017,PA,MA,1.83,139.25,0.14,0.04,1.03,0.15,0.59,3.58
42019,PA,MA,0.36,24.61,0.14,0.04,0.08,0.14,0.44,0.35
42021,PA,MA,0.47,38.55,0.14,0.07,0.41,0.14,0.42,0.35
42025,PA,MA,0.47,24.72,0.14,0.05,0.36,0.14,2.03,0.35
42027,PA,MA,0.35,35.09,0.14,0.04,0.16,0.14,0.42,0.36
42029,PA,MA,0.61,74.51,0.14,0.04,1.69,0.15,0.63,0.47
42031,PA,MA,0.35,19.06,0.14,0.04,0.06,0.14,0.42,0.35
42033,PA,MA,0.35,139.75,0.14,0.05,0.06,0.14,0.42,0.36
42035,PA,MA,0.37,24.06,0.14,0.04,0.06,0.14,0.42,0.35
42037,PA,MA,0.43,25.6,0.14,0.04,0.07,0.14,0.45,0.96
42039,PA,MA,1.15,106.67,0.14,0.06,0.59,0.14,0.45,0.35
42041,PA,MA,0.38,27.65,0.14,0.04,0.44,0.15,0.69,0.68
42043,PA,MA,0.42,34.01,0.14,0.05,0.26,0.14,0.42,0.93
42045,PA,MA,0.35,27.96,0.14,0.04,0.06,0.14,0.42,0.35
42047,PA,MA,0.35,45.18,0.14,0.04,0.06,0.14,0.42,0.35
42049,PA,MA,0.4,34.81,0.14,0.04,0.62,0.14,0.57,0.35
42051,PA,MA,0.36,41.76,0.14,0.04,0.18,0.14,0.42,0.35
42053,PA,MA,0.35,312.5,0.14,0.04,3.65,0.14,0.42,0.35
42055,PA,MA,0.48,36.53,0.14,0.04,0.67,0.14,0.42,0.56
42059,PA,MA,0.92,22.18,0.14,0.04,0.06,0.14,0.42,0.35
42063,PA,MA,0.49,143.21,0.14,0.04,0.06,0.14,0.42,0.41
42065,PA,MA,0.48,137.96,0.14,0.04,0.06,0.14,0.42,0.35
42067,PA,MA,0.41,41.94,0.14,0.04,0.09,0.14,0.42,2.79
42069,PA,MA,1.14,29.68,0.14,0.04,0.06,0.14,0.43,1.2
42071,PA,MA,0.48,50.02,0.14,0.04,0.72,0.14,0.57,1.51
42073,PA,MA,0.64,1.63,0.14,0.04,0.06,0.14,0.42,0.35
42077,PA,MA,0.57,34.84,0.14,0.08,3.1,0.14,1.15,0.44
42079,PA,MA,0.42,20.56,0.14,0.04,0.11,0.14,0.42,0.42
42081,PA,MA,0.45,59.53,0.14,0.04,0.08,0.14,0.42,0.35
42083,PA,MA,0.47,101.15,0.14,0.04,0.06,0.14,0.43,0.35
42089,PA,MA,0.53,28.43,0.14,0.06,0.14,0.14,0.42,1.66
42091,PA,MA,0.59,53.81,0.14,0.04,1.42,0.14,1.28,1.41
42093,PA,MA,0.35,27.92,0.14,0.04,0.09,0.14,0.42,0.35
42095,PA,MA,0.49,3.08,0.14,0.04,0.06,0.14,0.42,0.35
42097,PA,MA,0.37,22.59,0.14,0.04,0.06,0.14,0.42,0.35
42099,PA,MA,3.72,118.13,0.14,0.04,0.82,0.14,0.42,0.57
42101,PA,MA,0.45,30,0.14,0.04,1.02,0.14,0.42,0.35
42103,PA,MA,0.72,69.74,0.14,0.04,0.85,0.14,0.82,0.5
42105,PA,MA,0.78,143.63,0.14,0.04,0.06,0.14,0.42,0.35
42107,PA,MA,1.02,18.62,0.12,0.07,0.17,0.14,0.42,0.41
42109,PA,MA,0.53,51.18,0.14,0.04,0.52,0.14,0.49,0.79
42111,PA,MA,0.35,77.72,0.14,0.04,0.06,0.14,0.42,0.35
42115,PA,MA,0.37,39.67,0.14,0.04,0.06,0.14,0.42,0.39
42117,PA,MA,0.75,78.3,0.14,0.19,0.06,0.14,0.42,0.62
42119,PA,MA,0.4,99.45,0.14,0.04,0.06,0.16,0.42,0.35
42123,PA,MA,0.58,50.77,0.14,0.05,0.24,0.14,0.42,0.35
42125,PA,MA,0.59,24.56,0.16,0.05,0.06,0.14,0.47,0.35
42127,PA,MA,2.93,198.28,0.14,0.04,0.4,0.14,0.66,2.01
42129,PA,MA,0.35,12.23,0.14,0.04,0.06,0.14,0.42,0.35
42133,PA,MA,0.45,27.84,0.14,0.04,0.08,0.14,0.42,1.73
44009,RI,MA,0.35,17.81,0.15,0.04,0.97,0.14,0.42,2.15
45001,SC,SE,0.35,8.89,0.14,0.04,0.06,0.14,0.42,0.4
45003,SC,SE,0.35,1.54,0.14,0.04,0.06,0.14,0.42,2.45
45005,SC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
45007,SC,SE,0.35,0.59,0.14,0.15,0.06,0.14,0.42,0.35
45009,SC,SE,0.35,57.38,0.42,0.04,0.11,0.14,0.42,0.69
45011,SC,SE,0.35,37.87,0.14,0.04,0.06,0.14,0.42,0.35
45013,SC,SE,0.35,0.57,0.14,0.08,0.06,0.14,0.44,0.68
45015,SC,SE,0.35,0.57,0.14,0.1,0.06,0.15,0.42,0.44
45017,SC,SE,0.35,0.57,0.14,0.07,0.06,0.15,0.51,0.41
45019,SC,SE,0.35,0.57,0.14,0.09,0.06,0.14,0.42,0.35
45021,SC,SE,0.35,0.57,0.14,0.04,0.06,0.18,0.42,0.35
45023,SC,SE,0.35,0.57,0.14,0.04,0.06,0.17,0.42,0.35
45025,SC,SE,0.35,0.85,0.14,0.04,0.06,0.14,0.42,0.56
45027,SC,SE,0.35,1.68,0.14,0.04,0.1,0.14,0.43,1.34
45029,SC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.63
45031,SC,SE,0.35,1.25,0.14,0.04,0.06,0.14,0.42,0.37
45033,SC,SE,0.35,42.87,0.4,0.04,0.06,0.15,0.47,0.35
45035,SC,SE,0.35,0.57,0.14,0.09,0.06,0.14,0.84,0.35
45037,SC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
45039,SC,SE,0.35,6.12,0.14,0.04,0.06,0.14,0.44,3.76
45041,SC,SE,0.35,3.07,0.14,0.04,0.06,0.14,0.42,0.35
45043,SC,SE,0.35,0.57,0.14,0.04,1.41,0.14,0.42,0.35
45045,SC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
45047,SC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
45049,SC,SE,0.35,5.01,0.14,0.17,0.06,0.14,0.42,0.35
45051,SC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
45053,SC,SE,0.35,1.18,0.14,0.04,0.06,0.14,0.42,0.35
45055,SC,SE,0.35,18.7,0.14,0.04,0.06,0.14,0.44,3.15
45057,SC,SE,0.35,0.57,0.14,0.04,2.55,0.14,0.42,0.35
45059,SC,SE,0.35,0.83,0.28,0.05,0.06,0.14,0.42,0.35
45061,SC,SE,0.35,10.79,0.14,0.05,0.06,0.14,0.42,0.35
45063,SC,SE,0.39,3.98,0.14,0.04,0.34,0.14,0.51,1
45065,SC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
45067,SC,SE,0.35,0.57,0.14,0.04,0.06,0.19,0.42,0.35
45069,SC,SE,0.35,5.58,0.14,0.04,0.06,0.18,0.42,1.27
45071,SC,SE,0.35,3.16,0.14,0.04,0.12,0.14,0.42,3
45073,SC,SE,0.35,0.57,0.14,0.04,0.06,0.15,0.42,0.85
45075,SC,SE,0.35,0.83,0.14,0.05,0.06,0.14,0.43,0.35
45077,SC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.61,0.35
45079,SC,SE,0.35,0.76,0.14,0.04,0.06,0.14,0.42,0.36
45083,SC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
45085,SC,SE,0.36,34.55,0.14,0.04,0.06,0.14,0.45,0.44
45087,SC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.39
45089,SC,SE,0.35,0.57,0.14,0.04,0.06,0.14,0.42,0.35
45091,SC,SE,0.35,1.16,0.14,0.04,1.2,0.14,0.44,0.64
46007,SD,CMW,9.8,109.81,0.14,0.04,4.78,0.14,2.12,1.61
46011,SD,CMW,2.99,6.98,0.14,0.04,1.66,0.14,1.86,0.35
46013,SD,CMW,1.01,38.26,0.14,0.04,2.96,0.14,1.8,0.35
46015,SD,CMW,0.35,12.4,0.14,0.04,1.7,0.14,2,0.35
46019,SD,CMW,1.59,87.6,0.14,0.11,0.82,0.14,3.54,1.03
46021,SD,CMW,0.35,53.2,0.14,0.04,0.06,0.14,1.1,0.35
46025,SD,CMW,0.69,42.33,0.14,0.06,6.54,0.14,1.24,0.35
46027,SD,CMW,1.48,4.2,0.14,0.04,0.4,0.14,0.8,0.35
46029,SD,CMW,4.13,127.58,0.14,0.04,3.7,0.14,0.45,0.35
46031,SD,CMW,0.83,39.52,0.14,0.04,6.2,0.14,0.72,0.35
46033,SD,CMW,1.36,100.92,0.14,0.04,1.7,0.14,1.88,4.95
46037,SD,CMW,0.35,44.57,0.14,0.04,2.07,0.14,1.03,0.35
46041,SD,CMW,1.88,45.84,0.14,0.04,5.58,0.14,2,0.35
46045,SD,CMW,0.35,53.2,0.14,0.04,0.06,0.14,1.1,0.35
46047,SD,CMW,3.62,56.01,0.14,0.04,0.06,0.14,0.42,0.96
46049,SD,CMW,0.35,52.85,0.14,0.04,0.06,0.14,1.09,0.35
46051,SD,CMW,2.03,53.66,0.14,0.04,5.57,0.14,1.46,0.35
46053,SD,CMW,4.32,80.16,0.14,0.04,1.93,0.14,1.43,0.92
46057,SD,CMW,0.79,89.33,0.14,0.04,5.51,0.14,1.92,1.33
46063,SD,CMW,2,28.5,0.14,0.04,7.2,0.14,0.42,0.35
46065,SD,CMW,2.08,43.62,0.14,0.04,3.9,0.14,1.48,0.35
46077,SD,CMW,2.51,34.1,0.14,0.04,2.03,0.14,0.59,0.35
46079,SD,CMW,0.8,10.78,0.14,0.04,2.03,0.14,2.9,0.35
46081,SD,CMW,0.42,100.69,0.14,0.04,0.06,0.14,0.42,0.4
46083,SD,CMW,1.08,20.03,0.14,0.04,5.45,0.14,0.75,0.35
